percentage,quantifier,Answer.bonus,trial,utterance,utterance_label,color,Answer.condition,block,label,clicked,type,position,Answer.time_in_minutes,block_trial,init_images,workerid
60,some,186,43, The machine dispensed some of the,quantifier,orange,some,5,target,1,60_90_1,2,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,some,186,43, The machine dispensed some of the orange ones.,color,blue,some,5,competitor,0,60_90_1,1,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,some,186,43, The machine dispensed some of the orange ones.,color,orange,some,5,target,1,60_90_1,2,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,none,186,44, The machine dispensed none of the,quantifier,blue,some,5,competitor,0,90_0_2,1,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,44, The machine dispensed none of the,quantifier,orange,some,5,target,1,90_0_2,2,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,none,186,44, The machine dispensed none of the orange ones.,color,blue,some,5,competitor,0,90_0_2,1,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,44, The machine dispensed none of the orange ones.,color,orange,some,5,target,1,90_0_2,2,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,most,186,45, The machine dispensed most of the,quantifier,blue,some,6,competitor,0,90_0_1,1,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,45, The machine dispensed most of the,quantifier,orange,some,6,target,1,90_0_1,2,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,most,186,45, The machine dispensed most of the orange ones.,color,blue,some,6,competitor,0,90_0_1,1,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,45, The machine dispensed most of the orange ones.,color,orange,some,6,target,1,90_0_1,2,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,46, The machine dispensed most of the,quantifier,blue,some,6,target,1,60_90_2,1,5.6359,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,most,186,46, The machine dispensed most of the,quantifier,orange,some,6,competitor,0,60_90_2,2,5.6359,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,46, The machine dispensed most of the blue ones.,color,blue,some,6,target,1,60_90_2,1,5.6359,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,most,186,46, The machine dispensed most of the blue ones.,color,orange,some,6,competitor,0,60_90_2,2,5.6359,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,some,186,47, The machine dispensed some of the,quantifier,orange,some,6,target,1,60_90_1,1,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,some,186,47, The machine dispensed some of the,quantifier,blue,some,6,competitor,0,60_90_1,2,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,47, The machine dispensed some of the orange ones.,color,orange,some,6,target,1,60_90_1,1,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,some,186,47, The machine dispensed some of the orange ones.,color,blue,some,6,competitor,0,60_90_1,2,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,none,186,48, The machine dispensed none of the,quantifier,blue,some,6,competitor,0,90_0_2,1,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,48, The machine dispensed none of the,quantifier,orange,some,6,target,1,90_0_2,2,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,none,186,48, The machine dispensed none of the orange ones.,color,blue,some,6,competitor,0,90_0_2,1,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,48, The machine dispensed none of the orange ones.,color,orange,some,6,target,1,90_0_2,2,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,some,186,49, The machine dispensed some of the,quantifier,orange,some,6,competitor,0,25_60_1,1,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,49, The machine dispensed some of the,quantifier,blue,some,6,target,1,25_60_1,2,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,49, The machine dispensed some of the blue ones.,color,orange,some,6,competitor,0,25_60_1,1,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,49, The machine dispensed some of the blue ones.,color,blue,some,6,target,1,25_60_1,2,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,50, The machine dispensed some of the,quantifier,orange,some,6,competitor,1,25_60_2,1,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,50, The machine dispensed some of the,quantifier,blue,some,6,target,0,25_60_2,2,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,50, The machine dispensed some of the blue ones.,color,orange,some,6,competitor,1,25_60_2,1,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,50, The machine dispensed some of the blue ones.,color,blue,some,6,target,0,25_60_2,2,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
75,most,186,51, The machine dispensed most of the,quantifier,orange,some,6,target,0,75_100_1,1,5.6359,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
100,most,186,51, The machine dispensed most of the,quantifier,blue,some,6,competitor,1,75_100_1,2,5.6359,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
75,most,186,51, The machine dispensed most of the orange ones.,color,orange,some,6,target,1,75_100_1,1,5.6359,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
100,most,186,51, The machine dispensed most of the orange ones.,color,blue,some,6,competitor,0,75_100_1,2,5.6359,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
75,most,186,51, The machine dispensed most of the orange ones.,color,orange,some,6,target,1,75_100_1,1,5.6359,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
100,most,186,51, The machine dispensed most of the orange ones.,color,blue,some,6,competitor,0,75_100_1,2,5.6359,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
100,all,186,52, The machine dispensed all of the,quantifier,blue,some,6,target,1,75_100_2,1,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
75,all,186,52, The machine dispensed all of the,quantifier,orange,some,6,competitor,0,75_100_2,2,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
100,all,186,52, The machine dispensed all of the blue ones.,color,blue,some,6,target,1,75_100_2,1,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
75,all,186,52, The machine dispensed all of the blue ones.,color,orange,some,6,competitor,0,75_100_2,2,5.6359,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,some,186,53, The machine dispensed some of the,quantifier,blue,some,7,target,1,60_90_1,1,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,some,186,53, The machine dispensed some of the,quantifier,orange,some,7,competitor,0,60_90_1,2,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,some,186,53, The machine dispensed some of the blue ones.,color,blue,some,7,target,1,60_90_1,1,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,some,186,53, The machine dispensed some of the blue ones.,color,orange,some,7,competitor,0,60_90_1,2,5.6359,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,54, The machine dispensed most of the,quantifier,orange,some,7,target,1,60_90_2,1,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,most,186,54, The machine dispensed most of the,quantifier,blue,some,7,competitor,0,60_90_2,2,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,most,186,54, The machine dispensed most of the orange ones.,color,orange,some,7,target,1,60_90_2,1,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,most,186,54, The machine dispensed most of the orange ones.,color,blue,some,7,competitor,0,60_90_2,2,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
100,all,186,55, The machine dispensed all of the,quantifier,orange,some,7,target,1,75_100_2,1,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
75,all,186,55, The machine dispensed all of the,quantifier,blue,some,7,competitor,0,75_100_2,2,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
100,all,186,55, The machine dispensed all of the orange ones.,color,orange,some,7,target,1,75_100_2,1,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
75,all,186,55, The machine dispensed all of the orange ones.,color,blue,some,7,competitor,0,75_100_2,2,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,56, The machine dispensed some of the,quantifier,blue,some,7,competitor,0,25_60_1,1,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
25,some,186,56, The machine dispensed some of the,quantifier,orange,some,7,target,1,25_60_1,2,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,some,186,56, The machine dispensed some of the orange ones.,color,blue,some,7,competitor,0,25_60_1,1,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
25,some,186,56, The machine dispensed some of the orange ones.,color,orange,some,7,target,1,25_60_1,2,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
100,most,186,57, The machine dispensed most of the,quantifier,blue,some,7,competitor,1,75_100_1,1,5.6359,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
75,most,186,57, The machine dispensed most of the,quantifier,orange,some,7,target,0,75_100_1,2,5.6359,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
100,most,186,57, The machine dispensed most of the orange ones.,color,blue,some,7,competitor,0,75_100_1,1,5.6359,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
75,most,186,57, The machine dispensed most of the orange ones.,color,orange,some,7,target,1,75_100_1,2,5.6359,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
25,some,186,58, The machine dispensed some of the,quantifier,orange,some,7,competitor,1,25_60_2,1,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,58, The machine dispensed some of the,quantifier,blue,some,7,target,0,25_60_2,2,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,58, The machine dispensed some of the blue ones.,color,orange,some,7,competitor,0,25_60_2,1,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,58, The machine dispensed some of the blue ones.,color,blue,some,7,target,1,25_60_2,2,5.6359,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,none,186,59, The machine dispensed none of the,quantifier,blue,some,7,competitor,0,90_0_2,1,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,59, The machine dispensed none of the,quantifier,orange,some,7,target,1,90_0_2,2,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,none,186,59, The machine dispensed none of the orange ones.,color,blue,some,7,competitor,0,90_0_2,1,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,59, The machine dispensed none of the orange ones.,color,orange,some,7,target,1,90_0_2,2,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,60, The machine dispensed most of the,quantifier,orange,some,7,target,1,90_0_1,1,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
0,most,186,60, The machine dispensed most of the,quantifier,blue,some,7,competitor,0,90_0_1,2,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,most,186,60, The machine dispensed most of the orange ones.,color,orange,some,7,target,1,90_0_1,1,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
0,most,186,60, The machine dispensed most of the orange ones.,color,blue,some,7,competitor,0,90_0_1,2,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,most,186,61, The machine dispensed most of the,quantifier,orange,some,8,target,1,90_0_1,1,5.6359,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
0,most,186,61, The machine dispensed most of the,quantifier,blue,some,8,competitor,0,90_0_1,2,5.6359,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,most,186,61, The machine dispensed most of the orange ones.,color,orange,some,8,target,1,90_0_1,1,5.6359,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
0,most,186,61, The machine dispensed most of the orange ones.,color,blue,some,8,competitor,0,90_0_1,2,5.6359,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,62, The machine dispensed some of the,quantifier,orange,some,8,target,0,25_60_2,1,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,62, The machine dispensed some of the,quantifier,blue,some,8,competitor,1,25_60_2,2,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,62, The machine dispensed some of the orange ones.,color,orange,some,8,target,1,25_60_2,1,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,62, The machine dispensed some of the orange ones.,color,blue,some,8,competitor,0,25_60_2,2,5.6359,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,63, The machine dispensed some of the,quantifier,orange,some,8,target,1,25_60_1,1,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,63, The machine dispensed some of the,quantifier,blue,some,8,competitor,0,25_60_1,2,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
25,some,186,63, The machine dispensed some of the orange ones.,color,orange,some,8,target,1,25_60_1,1,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,63, The machine dispensed some of the orange ones.,color,blue,some,8,competitor,0,25_60_1,2,5.6359,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,none,186,64, The machine dispensed none of the,quantifier,blue,some,8,competitor,0,90_0_2,1,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,64, The machine dispensed none of the,quantifier,orange,some,8,target,1,90_0_2,2,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,none,186,64, The machine dispensed none of the orange ones.,color,blue,some,8,competitor,0,90_0_2,1,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
0,none,186,64, The machine dispensed none of the orange ones.,color,orange,some,8,target,1,90_0_2,2,5.6359,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,some,186,65, The machine dispensed some of the,quantifier,orange,some,8,competitor,0,60_90_1,1,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,65, The machine dispensed some of the,quantifier,blue,some,8,target,1,60_90_1,2,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
90,some,186,65, The machine dispensed some of the blue ones.,color,orange,some,8,competitor,0,60_90_1,1,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,some,186,65, The machine dispensed some of the blue ones.,color,blue,some,8,target,1,60_90_1,2,5.6359,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
60,most,186,66, The machine dispensed most of the,quantifier,blue,some,8,competitor,0,60_90_2,1,5.6359,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,66, The machine dispensed most of the,quantifier,orange,some,8,target,1,60_90_2,2,5.6359,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
60,most,186,66, The machine dispensed most of the orange ones.,color,blue,some,8,competitor,0,60_90_2,1,5.6359,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
90,most,186,66, The machine dispensed most of the orange ones.,color,orange,some,8,target,1,60_90_2,2,5.6359,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
75,all,186,67, The machine dispensed all of the,quantifier,blue,some,8,competitor,0,75_100_2,1,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
100,all,186,67, The machine dispensed all of the,quantifier,orange,some,8,target,1,75_100_2,2,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
75,all,186,67, The machine dispensed all of the orange ones.,color,blue,some,8,competitor,0,75_100_2,1,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
100,all,186,67, The machine dispensed all of the orange ones.,color,orange,some,8,target,1,75_100_2,2,5.6359,7,"['gumball_blue_0.png', 'gumball_orange_0.png']",5
100,most,186,68, The machine dispensed most of the,quantifier,orange,some,8,competitor,0,75_100_1,1,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
75,most,186,68, The machine dispensed most of the,quantifier,blue,some,8,target,1,75_100_1,2,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
100,most,186,68, The machine dispensed most of the blue ones.,color,orange,some,8,competitor,0,75_100_1,1,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
75,most,186,68, The machine dispensed most of the blue ones.,color,blue,some,8,target,1,75_100_1,2,5.6359,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",5
0,none,195,1, The machine dispensed none of the,quantifier,orange,some,0,target,1,0_100_1,1,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,none,195,1, The machine dispensed none of the,quantifier,blue,some,0,competitor,0,0_100_1,2,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,none,195,1, The machine dispensed none of the orange ones.,color,orange,some,0,target,1,0_100_1,1,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,none,195,1, The machine dispensed none of the orange ones.,color,blue,some,0,competitor,0,0_100_1,2,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,all,195,2, The machine dispensed all of the,quantifier,orange,some,0,competitor,0,0_100_2,1,6.2550333333333334,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,all,195,2, The machine dispensed all of the,quantifier,blue,some,0,target,1,0_100_2,2,6.2550333333333334,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,all,195,2, The machine dispensed all of the blue ones.,color,orange,some,0,competitor,0,0_100_2,1,6.2550333333333334,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,all,195,2, The machine dispensed all of the blue ones.,color,blue,some,0,target,1,0_100_2,2,6.2550333333333334,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,none,195,3, The machine dispensed none of the,quantifier,orange,some,0,competitor,0,0_100_1,1,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,none,195,3, The machine dispensed none of the,quantifier,blue,some,0,target,1,0_100_1,2,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,none,195,3, The machine dispensed none of the blue ones.,color,orange,some,0,competitor,0,0_100_1,1,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,none,195,3, The machine dispensed none of the blue ones.,color,blue,some,0,target,1,0_100_1,2,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,all,195,4, The machine dispensed all of the,quantifier,orange,some,0,competitor,0,0_100_2,1,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,all,195,4, The machine dispensed all of the,quantifier,blue,some,0,target,1,0_100_2,2,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,all,195,4, The machine dispensed all of the blue ones.,color,orange,some,0,competitor,0,0_100_2,1,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,all,195,4, The machine dispensed all of the blue ones.,color,blue,some,0,target,1,0_100_2,2,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
90,most,195,5, The machine dispensed most of the,quantifier,orange,some,1,target,1,60_90_2,1,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,most,195,5, The machine dispensed most of the,quantifier,blue,some,1,competitor,0,60_90_2,2,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
90,most,195,5, The machine dispensed most of the orange ones.,color,orange,some,1,target,1,60_90_2,1,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,most,195,5, The machine dispensed most of the orange ones.,color,blue,some,1,competitor,0,60_90_2,2,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,some,195,6, The machine dispensed some of the,quantifier,blue,some,1,target,1,60_90_1,1,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
90,some,195,6, The machine dispensed some of the,quantifier,orange,some,1,competitor,0,60_90_1,2,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
60,some,195,6, The machine dispensed some of the blue ones.,color,blue,some,1,target,1,60_90_1,1,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
90,some,195,6, The machine dispensed some of the blue ones.,color,orange,some,1,competitor,0,60_90_1,2,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
60,some,195,7, The machine dispensed some of the,quantifier,orange,some,1,target,0,25_60_2,1,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
25,some,195,7, The machine dispensed some of the,quantifier,blue,some,1,competitor,1,25_60_2,2,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,some,195,7, The machine dispensed some of the orange ones.,color,orange,some,1,target,1,25_60_2,1,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
25,some,195,7, The machine dispensed some of the orange ones.,color,blue,some,1,competitor,0,25_60_2,2,6.2550333333333334,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
75,all,195,8, The machine dispensed all of the,quantifier,orange,some,1,competitor,0,75_100_2,1,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,all,195,8, The machine dispensed all of the,quantifier,blue,some,1,target,1,75_100_2,2,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
75,all,195,8, The machine dispensed all of the blue ones.,color,orange,some,1,competitor,0,75_100_2,1,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,all,195,8, The machine dispensed all of the blue ones.,color,blue,some,1,target,1,75_100_2,2,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
90,none,195,9, The machine dispensed none of the,quantifier,orange,some,1,competitor,0,90_0_2,1,6.2550333333333334,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,none,195,9, The machine dispensed none of the,quantifier,blue,some,1,target,1,90_0_2,2,6.2550333333333334,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
90,none,195,9, The machine dispensed none of the blue ones.,color,orange,some,1,competitor,0,90_0_2,1,6.2550333333333334,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
0,none,195,9, The machine dispensed none of the blue ones.,color,blue,some,1,target,1,90_0_2,2,6.2550333333333334,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
90,most,195,10, The machine dispensed most of the,quantifier,blue,some,1,target,1,90_0_1,1,6.2550333333333334,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
0,most,195,10, The machine dispensed most of the,quantifier,orange,some,1,competitor,0,90_0_1,2,6.2550333333333334,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
90,most,195,10, The machine dispensed most of the blue ones.,color,blue,some,1,target,1,90_0_1,1,6.2550333333333334,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
0,most,195,10, The machine dispensed most of the blue ones.,color,orange,some,1,competitor,0,90_0_1,2,6.2550333333333334,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
25,some,195,11, The machine dispensed some of the,quantifier,orange,some,1,target,0,25_60_1,1,6.2550333333333334,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,some,195,11, The machine dispensed some of the,quantifier,blue,some,1,competitor,1,25_60_1,2,6.2550333333333334,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
25,some,195,11, The machine dispensed some of the orange ones.,color,orange,some,1,target,1,25_60_1,1,6.2550333333333334,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,some,195,11, The machine dispensed some of the orange ones.,color,blue,some,1,competitor,0,25_60_1,2,6.2550333333333334,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,most,195,12, The machine dispensed most of the,quantifier,orange,some,1,competitor,0,75_100_1,1,6.2550333333333334,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
75,most,195,12, The machine dispensed most of the,quantifier,blue,some,1,target,1,75_100_1,2,6.2550333333333334,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,most,195,12, The machine dispensed most of the blue ones.,color,orange,some,1,competitor,0,75_100_1,1,6.2550333333333334,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
75,most,195,12, The machine dispensed most of the blue ones.,color,blue,some,1,target,1,75_100_1,2,6.2550333333333334,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
90,most,195,13, The machine dispensed most of the,quantifier,orange,some,2,target,1,60_90_2,1,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,most,195,13, The machine dispensed most of the,quantifier,blue,some,2,competitor,0,60_90_2,2,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
90,most,195,13, The machine dispensed most of the orange ones.,color,orange,some,2,target,1,60_90_2,1,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,most,195,13, The machine dispensed most of the orange ones.,color,blue,some,2,competitor,0,60_90_2,2,6.2550333333333334,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
60,some,195,14, The machine dispensed some of the,quantifier,blue,some,2,target,1,60_90_1,1,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
90,some,195,14, The machine dispensed some of the,quantifier,orange,some,2,competitor,0,60_90_1,2,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
60,some,195,14, The machine dispensed some of the blue ones.,color,blue,some,2,target,1,60_90_1,1,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
90,some,195,14, The machine dispensed some of the blue ones.,color,orange,some,2,competitor,0,60_90_1,2,6.2550333333333334,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
60,some,195,15, The machine dispensed some of the,quantifier,blue,some,2,target,1,25_60_2,1,6.2550333333333334,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
25,some,195,15, The machine dispensed some of the,quantifier,orange,some,2,competitor,0,25_60_2,2,6.2550333333333334,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
60,some,195,15, The machine dispensed some of the blue ones.,color,blue,some,2,target,1,25_60_2,1,6.2550333333333334,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
25,some,195,15, The machine dispensed some of the blue ones.,color,orange,some,2,competitor,0,25_60_2,2,6.2550333333333334,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",6
75,all,195,16, The machine dispensed all of the,quantifier,orange,some,2,competitor,0,75_100_2,1,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
100,all,195,16, The machine dispensed all of the,quantifier,blue,some,2,target,1,75_100_2,2,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
75,all,195,16, The machine dispensed all of the blue ones.,color,orange,some,2,competitor,0,75_100_2,1,6.2550333333333334,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",6
