quantifier,Answer.time_in_minutes,block_trial,utterance_label,color,type,position,Answer.bonus,label,utterance,trial,Answer.condition,clicked,percentage,init_images,workerid,block
many,8.99085,3,color,blue,90_0_1,2,195,target, The machine dispensed many of the blue ones.,31,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
none,8.99085,4,quantifier,orange,90_0_2,1,195,competitor, The machine dispensed none of the,32,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
none,8.99085,4,quantifier,blue,90_0_2,2,195,target, The machine dispensed none of the,32,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
none,8.99085,4,color,orange,90_0_2,1,195,competitor, The machine dispensed none of the blue ones.,32,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
none,8.99085,4,color,blue,90_0_2,2,195,target, The machine dispensed none of the blue ones.,32,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
many,8.99085,5,quantifier,blue,75_100_1,1,195,competitor, The machine dispensed many of the,33,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
many,8.99085,5,quantifier,orange,75_100_1,2,195,target, The machine dispensed many of the,33,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
many,8.99085,5,color,blue,75_100_1,1,195,competitor, The machine dispensed many of the orange ones.,33,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
many,8.99085,5,color,orange,75_100_1,2,195,target, The machine dispensed many of the orange ones.,33,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
some,8.99085,6,quantifier,orange,50_90_1,1,195,competitor, The machine dispensed some of the,34,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
some,8.99085,6,quantifier,blue,50_90_1,2,195,target, The machine dispensed some of the,34,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
some,8.99085,6,color,orange,50_90_1,1,195,competitor, The machine dispensed some of the blue ones.,34,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
some,8.99085,6,color,blue,50_90_1,2,195,target, The machine dispensed some of the blue ones.,34,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,4
many,8.99085,7,quantifier,blue,50_90_2,1,195,competitor, The machine dispensed many of the,35,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
many,8.99085,7,quantifier,orange,50_90_2,2,195,target, The machine dispensed many of the,35,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
many,8.99085,7,color,blue,50_90_2,1,195,competitor, The machine dispensed many of the orange ones.,35,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
many,8.99085,7,color,orange,50_90_2,2,195,target, The machine dispensed many of the orange ones.,35,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
all,8.99085,8,quantifier,blue,75_100_2,1,195,competitor, The machine dispensed all of the,36,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
all,8.99085,8,quantifier,orange,75_100_2,2,195,target, The machine dispensed all of the,36,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
all,8.99085,8,color,blue,75_100_2,1,195,competitor, The machine dispensed all of the orange ones.,36,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
all,8.99085,8,color,orange,75_100_2,2,195,target, The machine dispensed all of the orange ones.,36,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,4
none,8.99085,1,quantifier,orange,90_0_2,1,195,competitor, The machine dispensed none of the,37,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
none,8.99085,1,quantifier,blue,90_0_2,2,195,target, The machine dispensed none of the,37,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
none,8.99085,1,color,orange,90_0_2,1,195,competitor, The machine dispensed none of the blue ones.,37,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
none,8.99085,1,color,blue,90_0_2,2,195,target, The machine dispensed none of the blue ones.,37,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
some,8.99085,2,quantifier,blue,50_90_1,1,195,competitor, The machine dispensed some of the,38,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
some,8.99085,2,quantifier,orange,50_90_1,2,195,target, The machine dispensed some of the,38,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
some,8.99085,2,color,blue,50_90_1,1,195,competitor, The machine dispensed some of the orange ones.,38,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
some,8.99085,2,color,orange,50_90_1,2,195,target, The machine dispensed some of the orange ones.,38,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
all,8.99085,3,quantifier,orange,75_100_2,1,195,target, The machine dispensed all of the,39,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
all,8.99085,3,quantifier,blue,75_100_2,2,195,competitor, The machine dispensed all of the,39,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
all,8.99085,3,color,orange,75_100_2,1,195,target, The machine dispensed all of the orange ones.,39,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
all,8.99085,3,color,blue,75_100_2,2,195,competitor, The machine dispensed all of the orange ones.,39,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
some,8.99085,4,quantifier,orange,25_50_1,1,195,target, The machine dispensed some of the,40,many_some,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
some,8.99085,4,quantifier,blue,25_50_1,2,195,competitor, The machine dispensed some of the,40,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
some,8.99085,4,color,orange,25_50_1,1,195,target, The machine dispensed some of the orange ones.,40,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
some,8.99085,4,color,blue,25_50_1,2,195,competitor, The machine dispensed some of the orange ones.,40,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,5,quantifier,orange,75_100_1,1,195,competitor, The machine dispensed many of the,41,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,5,quantifier,blue,75_100_1,2,195,target, The machine dispensed many of the,41,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,5,color,orange,75_100_1,1,195,competitor, The machine dispensed many of the blue ones.,41,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,5,color,blue,75_100_1,2,195,target, The machine dispensed many of the blue ones.,41,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
some,8.99085,6,quantifier,blue,25_50_2,1,195,target, The machine dispensed some of the,42,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
some,8.99085,6,quantifier,orange,25_50_2,2,195,competitor, The machine dispensed some of the,42,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
some,8.99085,6,color,blue,25_50_2,1,195,target, The machine dispensed some of the blue ones.,42,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
some,8.99085,6,color,orange,25_50_2,2,195,competitor, The machine dispensed some of the blue ones.,42,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
many,8.99085,7,quantifier,orange,90_0_1,1,195,target, The machine dispensed many of the,43,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,7,quantifier,blue,90_0_1,2,195,competitor, The machine dispensed many of the,43,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,7,color,orange,90_0_1,1,195,target, The machine dispensed many of the orange ones.,43,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,7,color,blue,90_0_1,2,195,competitor, The machine dispensed many of the orange ones.,43,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,5
many,8.99085,8,quantifier,blue,50_90_2,1,195,target, The machine dispensed many of the,44,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
many,8.99085,8,quantifier,orange,50_90_2,2,195,competitor, The machine dispensed many of the,44,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
many,8.99085,8,color,blue,50_90_2,1,195,target, The machine dispensed many of the blue ones.,44,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
many,8.99085,8,color,orange,50_90_2,2,195,competitor, The machine dispensed many of the blue ones.,44,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,5
many,8.99085,1,quantifier,blue,90_0_1,1,195,competitor, The machine dispensed many of the,45,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
many,8.99085,1,quantifier,orange,90_0_1,2,195,target, The machine dispensed many of the,45,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
many,8.99085,1,color,blue,90_0_1,1,195,competitor, The machine dispensed many of the orange ones.,45,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
many,8.99085,1,color,orange,90_0_1,2,195,target, The machine dispensed many of the orange ones.,45,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
none,8.99085,2,quantifier,blue,90_0_2,1,195,target, The machine dispensed none of the,46,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
none,8.99085,2,quantifier,orange,90_0_2,2,195,competitor, The machine dispensed none of the,46,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
none,8.99085,2,color,blue,90_0_2,1,195,target, The machine dispensed none of the blue ones.,46,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
none,8.99085,2,color,orange,90_0_2,2,195,competitor, The machine dispensed none of the blue ones.,46,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
some,8.99085,3,quantifier,orange,25_50_2,1,195,target, The machine dispensed some of the,47,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,3,quantifier,blue,25_50_2,2,195,competitor, The machine dispensed some of the,47,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,3,color,orange,25_50_2,1,195,target, The machine dispensed some of the orange ones.,47,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,3,color,blue,25_50_2,2,195,competitor, The machine dispensed some of the orange ones.,47,many_some,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
many,8.99085,4,quantifier,orange,75_100_1,1,195,competitor, The machine dispensed many of the,48,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
many,8.99085,4,quantifier,blue,75_100_1,2,195,target, The machine dispensed many of the,48,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
many,8.99085,4,color,orange,75_100_1,1,195,competitor, The machine dispensed many of the blue ones.,48,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
many,8.99085,4,color,blue,75_100_1,2,195,target, The machine dispensed many of the blue ones.,48,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,5,quantifier,orange,50_90_1,1,195,target, The machine dispensed some of the,49,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,5,quantifier,blue,50_90_1,2,195,competitor, The machine dispensed some of the,49,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,5,color,orange,50_90_1,1,195,target, The machine dispensed some of the orange ones.,49,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,5,color,blue,50_90_1,2,195,competitor, The machine dispensed some of the orange ones.,49,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,6
some,8.99085,6,quantifier,blue,25_50_1,1,195,target, The machine dispensed some of the,50,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
some,8.99085,6,quantifier,orange,25_50_1,2,195,competitor, The machine dispensed some of the,50,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
some,8.99085,6,color,blue,25_50_1,1,195,target, The machine dispensed some of the blue ones.,50,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
some,8.99085,6,color,orange,25_50_1,2,195,competitor, The machine dispensed some of the blue ones.,50,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
many,8.99085,7,quantifier,blue,50_90_2,1,195,competitor, The machine dispensed many of the,51,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
many,8.99085,7,quantifier,orange,50_90_2,2,195,target, The machine dispensed many of the,51,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
many,8.99085,7,color,blue,50_90_2,1,195,competitor, The machine dispensed many of the orange ones.,51,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
many,8.99085,7,color,orange,50_90_2,2,195,target, The machine dispensed many of the orange ones.,51,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
all,8.99085,8,quantifier,blue,75_100_2,1,195,target, The machine dispensed all of the,52,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
all,8.99085,8,quantifier,orange,75_100_2,2,195,competitor, The machine dispensed all of the,52,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
all,8.99085,8,color,blue,75_100_2,1,195,target, The machine dispensed all of the blue ones.,52,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
all,8.99085,8,color,orange,75_100_2,2,195,competitor, The machine dispensed all of the blue ones.,52,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,6
none,8.99085,1,quantifier,blue,90_0_2,1,195,target, The machine dispensed none of the,53,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
none,8.99085,1,quantifier,orange,90_0_2,2,195,competitor, The machine dispensed none of the,53,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
none,8.99085,1,color,blue,90_0_2,1,195,target, The machine dispensed none of the blue ones.,53,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
none,8.99085,1,color,orange,90_0_2,2,195,competitor, The machine dispensed none of the blue ones.,53,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
all,8.99085,2,quantifier,blue,75_100_2,1,195,target, The machine dispensed all of the,54,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
all,8.99085,2,quantifier,orange,75_100_2,2,195,competitor, The machine dispensed all of the,54,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
all,8.99085,2,color,blue,75_100_2,1,195,target, The machine dispensed all of the blue ones.,54,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
all,8.99085,2,color,orange,75_100_2,2,195,competitor, The machine dispensed all of the blue ones.,54,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
many,8.99085,3,quantifier,orange,50_90_2,1,195,target, The machine dispensed many of the,55,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,7
many,8.99085,3,quantifier,blue,50_90_2,2,195,competitor, The machine dispensed many of the,55,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,7
many,8.99085,3,color,orange,50_90_2,1,195,target, The machine dispensed many of the orange ones.,55,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,7
many,8.99085,3,color,blue,50_90_2,2,195,competitor, The machine dispensed many of the orange ones.,55,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,7
some,8.99085,4,quantifier,blue,50_90_1,1,195,competitor, The machine dispensed some of the,56,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
some,8.99085,4,quantifier,orange,50_90_1,2,195,target, The machine dispensed some of the,56,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
some,8.99085,4,color,blue,50_90_1,1,195,competitor, The machine dispensed some of the orange ones.,56,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
some,8.99085,4,color,orange,50_90_1,2,195,target, The machine dispensed some of the orange ones.,56,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",2,7
many,8.99085,5,quantifier,orange,75_100_1,1,195,target, The machine dispensed many of the,57,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,7
many,8.99085,5,quantifier,blue,75_100_1,2,195,competitor, The machine dispensed many of the,57,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,7
many,8.99085,5,color,orange,75_100_1,1,195,target, The machine dispensed many of the orange ones.,57,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",2,7
